resto_name,address,area,opening_hours,closing_hours,start_price,end_price,average_price,rating,type
SaladStop! ,"Mal Kelapa Gading 3, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4.1,Restoran
Ippeke Komachi,"Mal Kelapa Gading 3, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4,Restoran
Union,"Mal Kelapa Gading 3, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4,Restoran
Mad Milk,"Ruko Golf Island, Blok I No. 10 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,09.00,21.00,15000,50000,32500,4.2,Bakery
The Garden,"Mal Kelapa Gading 5, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4.1,Restoran
Motto Yakiniku,"Jl. Pluit Kencana No. 128A  -  B, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,11.00,20.00,200000,500000,350000,4.4,Restoran
Hoghock,"Ruko Elang Laut, Blok D No. 59 Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,22.00,50000,100000,75000,4.2,Restoran
Golden Sense International Restaurant ,"Mangga Dua Square, Lantai 5B Jl. Gunung Sahari No. 1, Mangga Dua, Jakarta Utara",Jakarta Utara,09.00,22.00,100000,200000,150000,4,Restoran
Jiwa Toast,"Jl. Danau Sunter Utara Blok C1 No. 7, Sunter, Jakarta Utara",Jakarta Utara,07.00,22.00,15000,50000,32500,4.2,Restoran
N.O.B Cafe & Patisserie,"Mal Kelapa Gading 1, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4.2,Bakery
Lazy Boss,"Jl. Pelepah Elok I Blok QA2 No. 6, Kelapa Gading, Jakarta Utara",Jakarta Utara,09.00,21.00,50000,100000,75000,4.1,Café
Hoki Kitchen,"Ruko Mall of Indonesia, Blok B No. 35 Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,21.30,50000,100000,75000,4.1,Restoran
Fire Pot,"PIK Avenue, Lantai 1 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,22.00,200000,500000,350000,4.1,Restoran
Pizza Napoletana,"Jl. Kelapa Lilin IV Blok NG9 No. 3, Kelapa Gading, Jakarta Utara",Jakarta Utara,11.30,20.00,50000,100000,75000,4.4,Restoran
Sinamon,"Ruko Crown Golf, Blok B No. 60, Bukit Golf Mediterania Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,07.30,22.00,15000,50000,32500,4.3,Café
First Crack,"Altira Business Park, Blok B 12  -  15 Jl. Yos Sudarso, Sunter, Jakarta Utara",Jakarta Utara,07.30,21.00,100000,200000,150000,4,Café
Sushi Apa,"Jl. Boulevard Raya Blok FW1 No. 30  -  31, Kelapa Gading, Jakarta Utara",Jakarta Utara,17.00,22.00,100000,200000,150000,4,Restoran
Madam Lee Korean BBQ,"Jl. Danau Agung Tengah IV Blok H2 No. 1A  -  1B, Sunter, Jakarta Utara",Jakarta Utara,11.00,22.00,100000,200000,150000,4.2,Restoran
Toby's Estate,"Mal Kelapa Gading 3, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00,22.00,100000,200000,150000,4.1,Café
The Chinese National  -  Hotel Swissotel Jakarta PIK Avenue,"Hotel Swissotel Jakarta PIK Avenue, Lantai 7 Jl. Pantai Indah Utara I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,18.00,22.00,100000,200000,150000,4,Restoran
Pepperloin,"Ruko Beach Boulevard, Blok B No. 3 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00,22.00,100000,200000,150000,4,Restoran
Six Ounces Coffee,"Jl. Gading Indah Raya Blok NB2 No. 1, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00,22.00,100000,200000,150000,4,Café
Halo Seoul,"Central Market, Lantai 2 Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00,22.00,100000,200000,150000,4.2,Restoran
Amyrea Art & Kitchen,"Mall of Indonesia, Lantai Ground Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4,Restoran
Wong Fu Kie,"Pantjoran PIK Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,09.00,22.00,100000,200000,150000,4.4,Restoran
Hong Yun Hot Pot,"Ruko Golf Island, Blok L No. 23  -  26 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,11.00,22.00,200000,500000,350000,4.5,Restoran
Dapur Jum,"Ruko Emerald, No. 32 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,00.00,24.00,15000,50000,32500,4.2,PKL
Pizza Hut Delivery (PHD),"Jl. Kelapa Hibrida Raya No. 10, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,23.00,50000,100000,75000,4.1,Restoran
Two Sides Coffee,"Paradox Space Jl. Kelapa Cengkir Raya Blok FH No. 12A, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,21.00,100000,200000,150000,4.1,Café
Umaqita,"Ruko Beach Theme Park, Blok D No. 58  -  59 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,08.00,22.00,50000,100000,75000,4.1,Restoran
RamenYA!,"Pluit Village, Lantai Ground Jl. Pluit Indah Raya, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,21.00,50000,100000,75000,4.3,Restoran
Social Affair Coffee & Baked House,"Mal Kelapa Gading 3, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4,Café
Don Bakeshop,"Mal Kelapa Gading 3, Lantai Basement Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,15000,50000,32500,4.1,Bakery
Papa & Mama Bistro and Coffee,"Ruko Beach Theme Park, Blok D No. 23 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,07.00,21.00,50000,100000,75000,4.4,Café
Pancious,"Mal Kelapa Gading 5, Lantai Ground Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,100000,200000,150000,4,Restoran
Dear Butter,"Pluit Village, Lantai Ground, Elevation Jl. Pluit Indah Raya, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,22.00,15000,50000,32500,4.1,Bakery
R&B Tea,"Emporium Pluit Mall, Lantai 2 Jl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,21.00,15000,50000,32500,4,Café
Coffeegasm,"Ruko Mall of Indonesia, Blok I No. 10A Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,07.00,21.00,50000,100000,75000,4,Café
Mama(m),"Jl. Pluit Karang Barat Blok P2 Selatan No. 86, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,21.00,50000,100000,75000,4,Restoran
Nasi Campur Kenanga,"Jl. Boulevard Raya Blok LA6 No. 4, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00,15.00,50000,100000,75000,4.3,Restoran
MONKS,"Ruko Graha Boulevard Timur, Blok ND1 No. 51 Jl. Boulevard Timur Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00,22.00,100000,200000,150000,3.9,Café
Hokee Hongkong Cafe,"Ruko Beach Theme Park, Blok E No. 173  -  177 Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,07.30,21.00,100000,200000,150000,4.1,Restoran
Luna's Doughnuts,"Mal Kelapa Gading 5, Lantai 3 Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,15000,50000,32500,4.1,Bakery
Bebek Tepi Sawah,"Baywalk Mall, Lantai Ground Jl. Pluit Karang Ayu, Muara Karang, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,21.00,100000,200000,150000,4,Restoran
GOODHAND COFFEE,"Jl. Danau Sunter Utara Blok B1 No. 24, Sunter, Jakarta Utara",Jakarta Utara,08.00,20.00,15000,50000,32500,4.7,Café
Elmakko Coffee ,"Jl. Danau Indah Barat Blok A9 No. 5, Sunter, Jakarta Utara",Jakarta Utara,07.00,21.00,50000,100000,75000,4,Café
Coco Ichibanya,"Mal Kelapa Gading 3, Lantai 3, Food Temptation Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,21.00,100000,200000,150000,4,Restoran
Bakmie Chuan,"Jl. Boulevard Raya Blok TB2 No. 23, Kelapa Gading, Jakarta Utara",Jakarta Utara,08.00,17.00,15000,50000,32500,4.1,Restoran
Holy Noodle,"Ruko Mall of Indonesia, Blok C No. 7 Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Jakarta Utara,11.00,22.00,50000,100000,75000,4.1,Restoran
RM Pagi Sore,"Ruko Beach Theme Park, Blok E Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,10.00,22.00,50000,100000,75000,4.1,Restoran
Bandar Djakarta,"Taman Impian Jaya Ancol, Pantai Carnaval, Pintu Timur Jl. Lodan Timur, Ancol, Jakarta Utara",Jakarta Utara,10.00,23.00,100000,200000,150000,3.9,Restoran
Ryujin,"Jl. Danau Sunter Utara Blok C1 No. 4, Sunter, Jakarta Utara",Jakarta Utara,09.30,21.45,15000,50000,32500,4.3,Restoran
Pan & Co.,"Mal Kelapa Gading 2, Lantai 1 Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,50000,100000,75000,3.9,Café
Wing Heng,"Jl. Danau Sunter Utara Blok D1 No. 12  -  13, Sunter, Jakarta Utara",Jakarta Utara,00.00,24.00,50000,100000,75000,4,Restoran
Demore Bakehouse,"Jl. Kelapa Kopyor Raya Blok CE2 No. 5, Kelapa Gading, Jakarta Utara",Jakarta Utara,07.00,20.00,100000,200000,150000,4.2,Café
Jack & John,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",Jakarta Utara,10.00,22.00,50000,100000,75000,4,Restoran
Cutt & Grill,"Batavia PIK Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Jakarta Utara,09.00,23.00,200000,500000,350000,4.4,Restoran
Kopi@Kopi Ground Zero,"Komplek Ruko Bukit Gading Indah, Blok Q No. 35  -  36 Jl. Gading Kirana Timur IX, Kelapa Gading, Jakarta Utara",Jakarta Utara,07.00,22.00,50000,100000,75000,4.3,Café
